ID,Feature_Module,Endpoint_Path,HTTP_Method,Operation_Description,Integration_Status,Repository_File,Model_DTO,UI_Screen_Route
136,Epic 07 - Production & QC,/api/production-stage-entries/{id},PUT,Update stage entry,Integrated & Live Verified,lib/features/production/data/repositories/production_repository.dart,ProductionStageEntryDto,ProductionStageTrackerScreen (/production/:id/track)
137,Epic 07 - Production & QC,/api/production-stage-entries/{id},DELETE,Delete stage entry,Integrated & Live Verified,lib/features/production/data/repositories/production_repository.dart,ProductionStageEntryDto,ProductionStageTrackerScreen (/production/:id/track)
138,Epic 07 - Production & QC,/api/production-material-issues,GET,List issued raw materials,Integrated & Live Verified,lib/features/production/data/repositories/production_repository.dart,ProductionMaterialIssueDto,ProductionStageTrackerScreen (/production/:id/track)
139,Epic 07 - Production & QC,/api/production-material-issues,POST,Issue raw material to floor,Integrated & Live Verified,lib/features/production/data/repositories/production_repository.dart,ProductionMaterialIssueDto,ProductionStageTrackerScreen (/production/:id/track)
140,Epic 07 - Production & QC,/api/production-material-issues/{id},GET,Get material issue by ID,Integrated & Live Verified,lib/features/production/data/repositories/production_repository.dart,ProductionMaterialIssueDto,ProductionStageTrackerScreen (/production/:id/track)
141,Epic 07 - Production & QC,/api/production-material-issues/{id},PUT,Update material issue,Integrated & Live Verified,lib/features/production/data/repositories/production_repository.dart,ProductionMaterialIssueDto,ProductionStageTrackerScreen (/production/:id/track)
142,Epic 07 - Production & QC,/api/production-material-issues/{id},DELETE,Delete material issue,Integrated & Live Verified,lib/features/production/data/repositories/production_repository.dart,ProductionMaterialIssueDto,ProductionStageTrackerScreen (/production/:id/track)
143,Epic 07 - Production & QC,/api/production-outputs,GET,List Good and Rejected production outputs,Integrated & Live Verified,lib/features/production/data/repositories/production_repository.dart,ProductionOutputDto,ProductionStageTrackerScreen (/production/:id/track)
144,Epic 07 - Production & QC,/api/production-outputs,POST,Record output balance,Integrated & Live Verified,lib/features/production/data/repositories/production_repository.dart,ProductionOutputDto,ProductionStageTrackerScreen (/production/:id/track)
145,Epic 07 - Production & QC,/api/production-outputs/{id},GET,Get output record by ID,Integrated & Live Verified,lib/features/production/data/repositories/production_repository.dart,ProductionOutputDto,ProductionStageTrackerScreen (/production/:id/track)
146,Epic 07 - Production & QC,/api/production-outputs/{id},PUT,Update output record,Integrated & Live Verified,lib/features/production/data/repositories/production_repository.dart,ProductionOutputDto,ProductionStageTrackerScreen (/production/:id/track)
147,Epic 07 - Production & QC,/api/production-outputs/{id},DELETE,Delete output record,Integrated & Live Verified,lib/features/production/data/repositories/production_repository.dart,ProductionOutputDto,ProductionStageTrackerScreen (/production/:id/track)
148,Epic 07 - Production & QC,/api/quality-checks,GET,List QC gate inspection tests,Integrated & Live Verified,lib/features/production/data/repositories/quality_check_repository.dart,QualityCheckDto,ProductionStageTrackerScreen (/production/:id/track)
149,Epic 07 - Production & QC,/api/quality-checks,POST,Submit QC inspection pass/fail result,Integrated & Live Verified,lib/features/production/data/repositories/quality_check_repository.dart,QualityCheckDto,ProductionStageTrackerScreen (/production/:id/track)
150,Epic 07 - Production & QC,/api/quality-checks/{id},GET,Get QC inspection by ID,Integrated & Live Verified,lib/features/production/data/repositories/quality_check_repository.dart,QualityCheckDto,ProductionStageTrackerScreen (/production/:id/track)
151,Epic 07 - Production & QC,/api/quality-checks/{id},PUT,Update QC inspection result,Integrated & Live Verified,lib/features/production/data/repositories/quality_check_repository.dart,QualityCheckDto,ProductionStageTrackerScreen (/production/:id/track)
152,Epic 07 - Production & QC,/api/quality-checks/{id},DELETE,Delete QC inspection,Integrated & Live Verified,lib/features/production/data/repositories/quality_check_repository.dart,QualityCheckDto,ProductionStageTrackerScreen (/production/:id/track)
153,Epic 08 - Waste & Scrap,/api/waste-entries,GET,List waste and scrap generation logs,Integrated & Live Verified,lib/features/waste/data/repositories/waste_repository.dart,WasteEntryDto,WasteListScreen (/waste)
154,Epic 08 - Waste & Scrap,/api/waste-entries,POST,Record scrap and repulping loss,Integrated & Live Verified,lib/features/waste/data/repositories/waste_repository.dart,WasteEntryDto,WasteEntryFormScreen (/waste/new)
155,Epic 08 - Waste & Scrap,/api/waste-entries/{id},GET,Get waste entry by ID,Integrated & Live Verified,lib/features/waste/data/repositories/waste_repository.dart,WasteEntryDto,WasteListScreen (/waste)
156,Epic 08 - Waste & Scrap,/api/waste-entries/{id},PUT,Update waste entry,Integrated & Live Verified,lib/features/waste/data/repositories/waste_repository.dart,WasteEntryDto,WasteListScreen (/waste)
157,Epic 08 - Waste & Scrap,/api/waste-entries/{id},DELETE,Delete waste entry,Integrated & Live Verified,lib/features/waste/data/repositories/waste_repository.dart,WasteEntryDto,WasteListScreen (/waste)
158,Epic 08 - Waste & Scrap,/api/waste-reasons,GET,List standardized defect reason codes,Integrated & Live Verified,lib/features/waste/data/repositories/waste_repository.dart,WasteReasonDto,WasteReasonScreen (/waste/reasons)
159,Epic 08 - Waste & Scrap,/api/waste-reasons,POST,Create defect reason code,Integrated & Live Verified,lib/features/waste/data/repositories/waste_repository.dart,WasteReasonDto,WasteReasonScreen (/waste/reasons)
160,Epic 08 - Waste & Scrap,/api/waste-reasons/{id},GET,Get defect reason by ID,Integrated & Live Verified,lib/features/waste/data/repositories/waste_repository.dart,WasteReasonDto,WasteReasonScreen (/waste/reasons)
161,Epic 08 - Waste & Scrap,/api/waste-reasons/{id},PUT,Update defect reason code,Integrated & Live Verified,lib/features/waste/data/repositories/waste_repository.dart,WasteReasonDto,WasteReasonScreen (/waste/reasons)
162,Epic 08 - Waste & Scrap,/api/waste-reasons/{id},DELETE,Delete defect reason code,Integrated & Live Verified,lib/features/waste/data/repositories/waste_repository.dart,WasteReasonDto,WasteReasonScreen (/waste/reasons)
163,Epic 09 - Sales & Invoicing,/api/sales,GET,List customer sales orders and invoices,Integrated & Live Verified,lib/features/sales/data/repositories/sales_repository.dart,SaleDto,SalesListScreen (/sales)
164,Epic 09 - Sales & Invoicing,/api/sales,POST,Create customer sales order,Integrated & Live Verified,lib/features/sales/data/repositories/sales_repository.dart,SaleDto,SalesFormScreen (/sales/new)
165,Epic 09 - Sales & Invoicing,/api/sales/{id},GET,Get sales order and invoice details,Integrated & Live Verified,lib/features/sales/data/repositories/sales_repository.dart,SaleDto,SalesDetailScreen (/sales/:id)
166,Epic 09 - Sales & Invoicing,/api/sales/{id},PUT,Update sales order,Integrated & Live Verified,lib/features/sales/data/repositories/sales_repository.dart,SaleDto,SalesDetailScreen (/sales/:id)
167,Epic 09 - Sales & Invoicing,/api/sales/{id},DELETE,Cancel sales order,Integrated & Live Verified,lib/features/sales/data/repositories/sales_repository.dart,SaleDto,SalesListScreen (/sales)
168,Epic 09 - Sales & Invoicing,/api/sale-details,GET,List sales line items and taxes,Integrated & Live Verified,lib/features/sales/data/repositories/sales_repository.dart,SaleDetailDto,SalesDetailScreen (/sales/:id)
169,Epic 09 - Sales & Invoicing,/api/sale-details,POST,Add item to sales order,Integrated & Live Verified,lib/features/sales/data/repositories/sales_repository.dart,SaleDetailDto,SalesFormScreen (/sales/new)
170,Epic 09 - Sales & Invoicing,/api/sale-details/{id},GET,Get sales item by ID,Integrated & Live Verified,lib/features/sales/data/repositories/sales_repository.dart,SaleDetailDto,SalesDetailScreen (/sales/:id)
171,Epic 09 - Sales & Invoicing,/api/sale-details/{id},PUT,Update sales line item,Integrated & Live Verified,lib/features/sales/data/repositories/sales_repository.dart,SaleDetailDto,SalesDetailScreen (/sales/:id)
172,Epic 09 - Sales & Invoicing,/api/sale-details/{id},DELETE,Remove sales line item,Integrated & Live Verified,lib/features/sales/data/repositories/sales_repository.dart,SaleDetailDto,SalesDetailScreen (/sales/:id)
173,Epic 09 - Sales & Invoicing,/api/customer-payments,GET,List customer payment receipts,Integrated & Live Verified,lib/features/sales/data/repositories/customer_payment_repository.dart,CustomerPaymentDto,CustomerPaymentFormScreen (/sales/payments/new)
174,Epic 09 - Sales & Invoicing,/api/customer-payments,POST,Record customer payment receipt,Integrated & Live Verified,lib/features/sales/data/repositories/customer_payment_repository.dart,CustomerPaymentDto,CustomerPaymentFormScreen (/sales/payments/new)
175,Epic 09 - Sales & Invoicing,/api/customer-payments/{id},GET,Get payment receipt by ID,Integrated & Live Verified,lib/features/sales/data/repositories/customer_payment_repository.dart,CustomerPaymentDto,CustomerPaymentFormScreen (/sales/payments/new)
176,Epic 09 - Sales & Invoicing,/api/customer-payments/{id},PUT,Update payment receipt,Integrated & Live Verified,lib/features/sales/data/repositories/customer_payment_repository.dart,CustomerPaymentDto,CustomerPaymentFormScreen (/sales/payments/new)
177,Epic 09 - Sales & Invoicing,/api/customer-payments/{id},DELETE,Delete payment receipt,Integrated & Live Verified,lib/features/sales/data/repositories/customer_payment_repository.dart,CustomerPaymentDto,CustomerPaymentFormScreen (/sales/payments/new)
178,Epic 10 - Dispatch Logistics,/api/deliveries,GET,List outward delivery challans,Integrated & Live Verified,lib/features/dispatch/data/repositories/delivery_repository.dart,DeliveryDto,DispatchHistoryScreen (/dispatch)
179,Epic 10 - Dispatch Logistics,/api/deliveries,POST,Create delivery challan and dispatch,Integrated & Live Verified,lib/features/dispatch/data/repositories/delivery_repository.dart,DeliveryDto,DeliveryFormScreen (/dispatch/new)
180,Epic 10 - Dispatch Logistics,/api/deliveries/{id},GET,Get delivery challan details,Integrated & Live Verified,lib/features/dispatch/data/repositories/delivery_repository.dart,DeliveryDto,DeliveryDetailScreen (/dispatch/:id)
181,Epic 10 - Dispatch Logistics,/api/deliveries/{id},PUT,Update delivery challan,Integrated & Live Verified,lib/features/dispatch/data/repositories/delivery_repository.dart,DeliveryDto,DeliveryDetailScreen (/dispatch/:id)
182,Epic 10 - Dispatch Logistics,/api/deliveries/{id},DELETE,Cancel delivery challan,Integrated & Live Verified,lib/features/dispatch/data/repositories/delivery_repository.dart,DeliveryDto,DispatchHistoryScreen (/dispatch)
183,Epic 10 - Dispatch Logistics,/api/delivery-details,GET,List dispatched shipment items,Integrated & Live Verified,lib/features/dispatch/data/repositories/delivery_repository.dart,DeliveryDetailDto,DeliveryDetailScreen (/dispatch/:id)
184,Epic 10 - Dispatch Logistics,/api/delivery-details,POST,Add item to delivery challan,Integrated & Live Verified,lib/features/dispatch/data/repositories/delivery_repository.dart,DeliveryDetailDto,DeliveryFormScreen (/dispatch/new)
185,Epic 10 - Dispatch Logistics,/api/delivery-details/{id},GET,Get dispatched item by ID,Integrated & Live Verified,lib/features/dispatch/data/repositories/delivery_repository.dart,DeliveryDetailDto,DeliveryDetailScreen (/dispatch/:id)
186,Epic 10 - Dispatch Logistics,/api/delivery-details/{id},PUT,Update dispatched item,Integrated & Live Verified,lib/features/dispatch/data/repositories/delivery_repository.dart,DeliveryDetailDto,DeliveryDetailScreen (/dispatch/:id)
187,Epic 10 - Dispatch Logistics,/api/delivery-details/{id},DELETE,Remove dispatched item,Integrated & Live Verified,lib/features/dispatch/data/repositories/delivery_repository.dart,DeliveryDetailDto,DeliveryDetailScreen (/dispatch/:id)
188,Epic 11 - Expenses,/api/expenses,GET,List operating expense vouchers,Integrated & Live Verified,lib/features/expenses/data/repositories/expense_repository.dart,ExpenseDto,ExpenseListScreen (/expenses)
189,Epic 11 - Expenses,/api/expenses,POST,Record operating expense voucher,Integrated & Live Verified,lib/features/expenses/data/repositories/expense_repository.dart,ExpenseDto,ExpenseFormScreen (/expenses/new)
190,Epic 11 - Expenses,/api/expenses/{id},GET,Get expense voucher by ID,Integrated & Live Verified,lib/features/expenses/data/repositories/expense_repository.dart,ExpenseDto,ExpenseListScreen (/expenses)
191,Epic 11 - Expenses,/api/expenses/{id},PUT,Update expense voucher,Integrated & Live Verified,lib/features/expenses/data/repositories/expense_repository.dart,ExpenseDto,ExpenseListScreen (/expenses)
192,Epic 11 - Expenses,/api/expenses/{id},DELETE,Delete expense voucher,Integrated & Live Verified,lib/features/expenses/data/repositories/expense_repository.dart,ExpenseDto,ExpenseListScreen (/expenses)
193,Epic 11 - Expenses,/api/expense-categories,GET,List expense category heads,Integrated & Live Verified,lib/features/expenses/data/repositories/expense_repository.dart,ExpenseCategoryDto,ExpenseCategoryScreen (/expenses/categories)
194,Epic 11 - Expenses,/api/expense-categories,POST,Create expense category head,Integrated & Live Verified,lib/features/expenses/data/repositories/expense_repository.dart,ExpenseCategoryDto,ExpenseCategoryScreen (/expenses/categories)
195,Epic 11 - Expenses,/api/expense-categories/{id},GET,Get expense category by ID,Integrated & Live Verified,lib/features/expenses/data/repositories/expense_repository.dart,ExpenseCategoryDto,ExpenseCategoryScreen (/expenses/categories)
196,Epic 11 - Expenses,/api/expense-categories/{id},PUT,Update expense category head,Integrated & Live Verified,lib/features/expenses/data/repositories/expense_repository.dart,ExpenseCategoryDto,ExpenseCategoryScreen (/expenses/categories)
197,Epic 11 - Expenses,/api/expense-categories/{id},DELETE,Delete expense category head,Integrated & Live Verified,lib/features/expenses/data/repositories/expense_repository.dart,ExpenseCategoryDto,ExpenseCategoryScreen (/expenses/categories)
198,Epic 12 - Dashboard & Alerts,/api/notifications,GET,List alert notifications,Integrated & Live Verified,lib/features/notifications/data/repositories/notification_repository.dart,NotificationDto,NotificationsScreen (/notifications)
199,Epic 12 - Dashboard & Alerts,/api/notifications,POST,Create system alert,Integrated & Live Verified,lib/features/notifications/data/repositories/notification_repository.dart,NotificationDto,NotificationsScreen (/notifications)
200,Epic 12 - Dashboard & Alerts,/api/notifications/{id},GET,Get notification by ID,Integrated & Live Verified,lib/features/notifications/data/repositories/notification_repository.dart,NotificationDto,NotificationsScreen (/notifications)
201,Epic 12 - Dashboard & Alerts,/api/notifications/{id},PUT,Mark notification as read,Integrated & Live Verified,lib/features/notifications/data/repositories/notification_repository.dart,NotificationDto,NotificationsScreen (/notifications)
202,Epic 12 - Dashboard & Alerts,/api/notifications/{id},DELETE,Delete notification,Integrated & Live Verified,lib/features/notifications/data/repositories/notification_repository.dart,NotificationDto,NotificationsScreen (/notifications)
